"","Designated Qualified Opportunity Zones","","",""
"Florida","Collier","12021010802","Low-Income Community","2011-2015"
"Florida","Collier","12021011205","Low-Income Community","2011-2015"
"Florida","Collier","12021011301","Low-Income Community","2011-2015"
"Florida","Collier","12021011400","Low-Income Community","2011-2015"
"Florida","Columbia","12023110300","Low-Income Community","2011-2015"
"Florida","DeSoto","12027010200","Low-Income Community","2011-2015"
"Florida","DeSoto","12027010301","Low-Income Community","2011-2015"
"Florida","Dixie","12029970101","Low-Income Community","2011-2015"
"Florida","Duval","12031000600","Low-Income Community","2011-2015"
"Florida","Duval","12031001000","Low-Income Community","2011-2015"
"Florida","Duval","12031001300","Low-Income Community","2011-2015"
"Florida","Duval","12031001400","Low-Income Community","2011-2015"
"Florida","Duval","12031001600","Low-Income Community","2011-2015"
"Florida","Duval","12031002600","Low-Income Community","2011-2015"
"Florida","Duval","12031002901","Low-Income Community","2011-2015"
"Florida","Duval","12031010700","Low-Income Community","2011-2015"
"Florida","Duval","12031011000","Low-Income Community","2011-2015"
"Florida","Duval","12031011300","Low-Income Community","2011-2015"
"Florida","Duval","12031011500","Low-Income Community","2011-2015"
"Florida","Duval","12031011600","Low-Income Community","2011-2015"
"Florida","Duval","12031011800","Low-Income Community","2011-2015"
"Florida","Duval","12031012200","Low-Income Community","2011-2015"
"Florida","Duval","12031012400","Low-Income Community","2011-2015"
"Florida","Duval","12031012601","Low-Income Community","2011-2015"
"Florida","Duval","12031012602","Low-Income Community","2011-2015"
"Florida","Duval","12031013800","Low-Income Community","2011-2015"
"Florida","Duval","12031013901","Low-Income Community","2011-2015"
"Florida","Duval","12031015502","Low-Income Community","2011-2015"
"Florida","Duval","12031017400","Low-Income Community","2011-2015"
"Florida","Escambia","12033000400","Low-Income Community","2011-2015"
"Florida","Escambia","12033001300","Low-Income Community","2011-2015"
"Florida","Escambia","12033001600","Low-Income Community","2011-2015"
"Florida","Escambia","12033001700","Low-Income Community","2011-2015"
"Florida","Escambia","12033001900","Low-Income Community","2011-2015"
"Florida","Escambia","12033002803","Low-Income Community","2011-2015"
"Florida","Escambia","12033004000","Low-Income Community","2011-2015"
"Florida","Flagler","12035060213","Low-Income Community","2011-2015"
"Florida","Franklin","12037970200","Low-Income Community","2011-2015"
"Florida","Gadsden","12039020102","Low-Income Community","2011-2015"
"Florida","Gilchrist","12041950100","Low-Income Community","2011-2015"
"Florida","Gilchrist","12041950201","Low-Income Community","2011-2015"
"Florida","Glades","12043000200","Low-Income Community","2011-2015"
"Florida","Glades","12043000300","Low-Income Community","2011-2015"
"Florida","Gulf","12045960200","Low-Income Community","2011-2015"
"Florida","Hamilton","12047960100","Low-Income Community","2011-2015"
"Florida","Hamilton","12047960300","Low-Income Community","2011-2015"
"Florida","Hardee","12049970102","Low-Income Community","2011-2015"
"Florida","Hendry","12051000200","Low-Income Community","2011-2015"
"Florida","Hernando","12053040400","Low-Income Community","2011-2015"
"Florida","Hernando","12053040502","Low-Income Community","2011-2015"
"Florida","Hernando","12053041104","Low-Income Community","2011-2015"
"Florida","Hernando","12053041204","Low-Income Community","2011-2015"
"Florida","Hernando","12053041302","Low-Income Community","2011-2015"
"Florida","Highlands","12055960103","Low-Income Community","2011-2015"
"Florida","Highlands","12055960300","Low-Income Community","2011-2015"
"Florida","Highlands","12055961200","Low-Income Community","2011-2015"
"Florida","Highlands","12055961700","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057000102","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057000201","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057000202","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057000300","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057000700","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057001002","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057001800","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057002600","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057002900","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003000","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003100","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003200","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003300","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003400","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003500","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003600","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057003900","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057004000","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057004200","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057004300","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057004500","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057005101","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057010203","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057010805","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057010815","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057010816","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057010818","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057012002","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057013503","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057013504","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057013505","Low-Income Community","2011-2015"
"Florida","Hillsborough","12057013604","Low-Income Community","2011-2015"
"Florida","Holmes","12059960200","Low-Income Community","2011-2015"
"Florida","Indian River","12061050904","Low-Income Community","2011-2015"
"Florida","Jackson","12063210200","Low-Income Community","2011-2015"
"Florida","Jackson","12063210500","Low-Income Community","2011-2015"
"Florida","Jefferson","12065250101","Low-Income Community","2011-2015"
"Florida","Lafayette","12067960100","Low-Income Community","2011-2015"
"Florida","Lake","12069030102","Low-Income Community","2011-2015"
"Florida","Lake","12069030107","Low-Income Community","2011-2015"
"Florida","Lake","12069030206","Low-Income Community","2011-2015"
"Florida","Lake","12069030502","Low-Income Community","2011-2015"
"Florida","Lake","12069030504","Low-Income Community","2011-2015"
"Florida","Lake","12069031205","Low-Income Community","2011-2015"
"Florida","Lee","12071000502","Low-Income Community","2011-2015"
"Florida","Lee","12071000503","Low-Income Community","2011-2015"
"Florida","Lee","12071000600","Low-Income Community","2011-2015"
"Florida","Lee","12071001910","Low-Income Community","2011-2015"
"Florida","Lee","12071010201","Low-Income Community","2011-2015"
"Florida","Lee","12071010302","Low-Income Community","2011-2015"
"Florida","Lee","12071010307","Low-Income Community","2011-2015"
"Florida","Lee","12071020201","Low-Income Community","2011-2015"
"Florida","Lee","12071020300","Low-Income Community","2011-2015"
"Florida","Lee","12071020502","Low-Income Community","2011-2015"
"Florida","Lee","12071040122","Low-Income Community","2011-2015"
"Florida","Lee","12071040308","Low-Income Community","2011-2015"
"Florida","Lee","12071040313","Low-Income Community","2011-2015"
"Florida","Lee","12071040314","Low-Income Community","2011-2015"
"Florida","Lee","12071050103","Low-Income Community","2011-2015"
"Florida","Leon","12073000400","Low-Income Community","2011-2015"
"Florida","Leon","12073000500","Low-Income Community","2011-2015"
"Florida","Leon","12073000600","Low-Income Community","2011-2015"
"Florida","Leon","12073001002","Low-Income Community","2011-2015"
"Florida","Leon","12073001101","Low-Income Community","2011-2015"
"Florida","Leon","12073001401","Low-Income Community","2011-2015"
"Florida","Leon","12073002003","Low-Income Community","2011-2015"
"Florida","Leon","12073002005","Low-Income Community","2011-2015"
"Florida","Levy","12075970101","Low-Income Community","2011-2015"
"Florida","Levy","12075970102","Low-Income Community","2011-2015"
"Florida","Liberty","12077950200","Low-Income Community","2011-2015"
"Florida","Madison","12079110302","Low-Income Community","2011-2015"
"Florida","Manatee","12081000103","Low-Income Community","2011-2015"
"Florida","Manatee","12081000105","Low-Income Community","2011-2015"
"Florida","Manatee","12081000106","Low-Income Community","2011-2015"
"Florida","Manatee","12081000306","Low-Income Community","2011-2015"
"Florida","Manatee","12081000601","Low-Income Community","2011-2015"
"Florida","Manatee","12081000703","Low-Income Community","2011-2015"
"Florida","Marion","12083000401","Low-Income Community","2011-2015"
"Florida","Marion","12083000601","Low-Income Community","2011-2015"
"Florida","Marion","12083001204","Low-Income Community","2011-2015"
"Florida","Marion","12083001401","Low-Income Community","2011-2015"
"Florida","Marion","12083001500","Low-Income Community","2011-2015"
"Florida","Marion","12083001800","Low-Income Community","2011-2015"
"Florida","Marion","12083001900","Low-Income Community","2011-2015"
"Florida","Marion","12083002002","Low-Income Community","2011-2015"
"Florida","Marion","12083002602","Low-Income Community","2011-2015"
"Florida","Martin","12085000501","Low-Income Community","2011-2015"
"Florida","Martin","12085001801","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000109","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000134","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000206","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000209","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000404","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000405","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000408","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000409","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000501","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000807","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086000903","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001002","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001004","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001005","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001006","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001401","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001402","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001501","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001502","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001605","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001606","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001701","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001702","Low-Income Community","2011-2015"
"Florida","Miami-Dade","12086001801","Low-Income Community","2011-2015"
